stock_code,company_name,as_of_date,margin_amount_hkd,margin_multiple,expected_oversubscription,actual_oversubscription,grey_market_return_pct,news_heat_score,offer_start_date,offer_end_date,pricing_date,allotment_result_date,listing_date,source_url,source_name,fetched_at,notes

